season,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,PTS,PLUS_MINUS
2022-23,1610612761,TOR,0022200165,2022-11-09,TOR vs. HOU,W,116,7
2022-23,1610612747,LAL,0022200170,2022-11-09,LAL @ LAC,L,101,-13
2022-23,1610612749,MIL,0022200168,2022-11-09,MIL @ OKC,W,136,4
2022-23,1610612745,HOU,0022200165,2022-11-09,HOU @ TOR,L,109,-7
2022-23,1610612737,ATL,0022200162,2022-11-09,ATL vs. UTA,L,119,-6
2022-23,1610612759,SAS,0022200169,2022-11-09,SAS vs. MEM,L,122,-2
2022-23,1610612738,BOS,0022200163,2022-11-09,BOS vs. DET,W,128,16
2022-23,1610612757,POR,0022200159,2022-11-09,POR @ CHA,W,105,10
2022-23,1610612766,CHA,0022200174,2022-11-10,CHA @ MIA,L,112,-5
2022-23,1610612737,ATL,0022200173,2022-11-10,ATL vs. PHI,W,104,9
2022-23,1610612740,NOP,0022200175,2022-11-10,NOP vs. POR,L,95,-11
2022-23,1610612755,PHI,0022200173,2022-11-10,PHI @ ATL,L,95,-9
2022-23,1610612757,POR,0022200175,2022-11-10,POR @ NOP,W,106,11
2022-23,1610612764,WAS,0022200172,2022-11-10,WAS vs. DAL,W,113,8
2022-23,1610612742,DAL,0022200172,2022-11-10,DAL @ WAS,L,105,-8
2022-23,1610612748,MIA,0022200174,2022-11-10,MIA vs. CHA,W,117,5
2022-23,1610612758,SAC,0022200183,2022-11-11,SAC @ LAL,W,120,6
2022-23,1610612759,SAS,0022200180,2022-11-11,SAS vs. MIL,W,111,18
2022-23,1610612763,MEM,0022200181,2022-11-11,MEM vs. MIN,W,114,11
2022-23,1610612765,DET,0022200178,2022-11-11,DET @ NYK,L,112,-9
2022-23,1610612756,PHX,0022200177,2022-11-11,PHX @ ORL,L,97,-17
2022-23,1610612753,ORL,0022200177,2022-11-11,ORL vs. PHX,W,114,17
2022-23,1610612747,LAL,0022200183,2022-11-11,LAL vs. SAC,L,114,-6
2022-23,1610612749,MIL,0022200180,2022-11-11,MIL @ SAS,L,93,-18
2022-23,1610612743,DEN,0022200176,2022-11-11,DEN @ BOS,L,112,-19
2022-23,1610612744,GSW,0022200182,2022-11-11,GSW vs. CLE,W,106,5
2022-23,1610612738,BOS,0022200176,2022-11-11,BOS vs. DEN,W,131,19
2022-23,1610612739,CLE,0022200182,2022-11-11,CLE @ GSW,L,101,-5
2022-23,1610612761,TOR,0022200179,2022-11-11,TOR @ OKC,L,113,-19
2022-23,1610612760,OKC,0022200179,2022-11-11,OKC vs. TOR,W,132,19
2022-23,1610612750,MIN,0022200181,2022-11-11,MIN @ MEM,L,103,-11
2022-23,1610612752,NYK,0022200178,2022-11-11,NYK vs. DET,W,121,9
2022-23,1610612766,CHA,0022200189,2022-11-12,CHA @ MIA,L,115,-17
2022-23,1610612746,LAC,0022200184,2022-11-12,LAC vs. BKN,L,95,-15
2022-23,1610612761,TOR,0022200187,2022-11-12,TOR @ IND,L,104,-14
2022-23,1610612737,ATL,0022200188,2022-11-12,ATL @ PHI,L,109,-12
2022-23,1610612742,DAL,0022200190,2022-11-12,DAL vs. POR,W,117,5
2022-23,1610612755,PHI,0022200188,2022-11-12,PHI vs. ATL,W,121,12
2022-23,1610612765,DET,0022200186,2022-11-12,DET vs. BOS,L,108,-9
2022-23,1610612745,HOU,0022200191,2022-11-12,HOU @ NOP,L,106,-13
2022-23,1610612757,POR,0022200190,2022-11-12,POR @ DAL,L,112,-5
2022-23,1610612740,NOP,0022200191,2022-11-12,NOP vs. HOU,W,119,13
2022-23,1610612751,BKN,0022200184,2022-11-12,BKN @ LAC,W,110,15
2022-23,1610612754,IND,0022200187,2022-11-12,IND vs. TOR,W,118,14
2022-23,1610612764,WAS,0022200185,2022-11-12,WAS vs. UTA,W,121,9
2022-23,1610612762,UTA,0022200185,2022-11-12,UTA @ WAS,L,112,-9
2022-23,1610612738,BOS,0022200186,2022-11-12,BOS @ DET,W,117,9
2022-23,1610612748,MIA,0022200189,2022-11-12,MIA vs. CHA,W,132,17
2022-23,1610612751,BKN,0022200198,2022-11-13,BKN @ LAL,L,103,-13
2022-23,1610612739,CLE,0022200193,2022-11-13,CLE vs. MIN,L,124,-5
2022-23,1610612747,LAL,0022200198,2022-11-13,LAL vs. BKN,W,116,13
2022-23,1610612760,OKC,0022200192,2022-11-13,OKC @ NYK,W,145,10
2022-23,1610612762,UTA,0022200195,2022-11-13,UTA @ PHI,L,98,-7
2022-23,1610612744,GSW,0022200197,2022-11-13,GSW @ SAC,L,115,-7
2022-23,1610612750,MIN,0022200193,2022-11-13,MIN @ CLE,W,129,5
2022-23,1610612743,DEN,0022200196,2022-11-13,DEN @ CHI,W,126,23
2022-23,1610612741,CHI,0022200196,2022-11-13,CHI vs. DEN,L,103,-23
2022-23,1610612758,SAC,0022200197,2022-11-13,SAC vs. GSW,W,122,7
2022-23,1610612752,NYK,0022200192,2022-11-13,NYK vs. OKC,L,135,-10
2022-23,1610612755,PHI,0022200195,2022-11-13,PHI vs. UTA,W,105,7
2022-23,1610612764,WAS,0022200194,2022-11-13,WAS vs. MEM,W,102,10
2022-23,1610612763,MEM,0022200194,2022-11-13,MEM @ WAS,L,92,-10
2022-23,1610612756,PHX,0022200202,2022-11-14,PHX @ MIA,L,112,-1
2022-23,1610612737,ATL,0022200204,2022-11-14,ATL @ MIL,W,121,15
2022-23,1610612766,CHA,0022200200,2022-11-14,CHA @ ORL,W,112,7
2022-23,1610612748,MIA,0022200202,2022-11-14,MIA vs. PHX,W,113,1
2022-23,1610612744,GSW,0022200205,2022-11-14,GSW vs. SAS,W,132,37
2022-23,1610612749,MIL,0022200204,2022-11-14,MIL vs. ATL,L,106,-15
2022-23,1610612760,OKC,0022200201,2022-11-14,OKC @ BOS,L,122,-4
2022-23,1610612759,SAS,0022200205,2022-11-14,SAS @ GSW,L,95,-37
2022-23,1610612746,LAC,0022200203,2022-11-14,LAC @ HOU,W,122,16
2022-23,1610612745,HOU,0022200203,2022-11-14,HOU vs. LAC,L,106,-16
2022-23,1610612738,BOS,0022200201,2022-11-14,BOS vs. OKC,W,126,4
2022-23,1610612765,DET,0022200199,2022-11-14,DET vs. TOR,L,111,-4
2022-23,1610612761,TOR,0022200199,2022-11-14,TOR @ DET,W,115,4
2022-23,1610612753,ORL,0022200200,2022-11-14,ORL vs. CHA,L,105,-7
2022-23,1610612758,SAC,0022200210,2022-11-15,SAC vs. BKN,W,153,32
2022-23,1610612762,UTA,0022200208,2022-11-15,UTA vs. NYK,L,111,-7
2022-23,1610612759,SAS,0022200209,2022-11-15,SAS @ POR,L,110,-7
2022-23,1610612751,BKN,0022200210,2022-11-15,BKN @ SAC,L,121,-32
2022-23,1610612757,POR,0022200209,2022-11-15,POR vs. SAS,W,117,7
2022-23,1610612763,MEM,0022200206,2022-11-15,MEM @ NOP,L,102,-11
2022-23,1610612746,LAC,0022200207,2022-11-15,LAC @ DAL,L,101,-2
2022-23,1610612742,DAL,0022200207,2022-11-15,DAL vs. LAC,W,103,2
2022-23,1610612752,NYK,0022200208,2022-11-15,NYK @ UTA,W,118,7
2022-23,1610612740,NOP,0022200206,2022-11-15,NOP vs. MEM,W,113,11
2022-23,1610612761,TOR,0022200215,2022-11-16,TOR vs. MIA,W,112,8
2022-23,1610612739,CLE,0022200216,2022-11-16,CLE @ MIL,L,98,-15
2022-23,1610612753,ORL,0022200212,2022-11-16,ORL vs. MIN,L,108,-18
2022-23,1610612743,DEN,0022200219,2022-11-16,DEN vs. NYK,L,103,-3
2022-23,1610612750,MIN,0022200212,2022-11-16,MIN @ ORL,W,126,18
2022-23,1610612766,CHA,0022200211,2022-11-16,CHA vs. IND,L,113,-12
2022-23,1610612744,GSW,0022200220,2022-11-16,GSW @ PHX,L,119,-11
2022-23,1610612738,BOS,0022200214,2022-11-16,BOS @ ATL,W,126,25
2022-23,1610612737,ATL,0022200214,2022-11-16,ATL vs. BOS,L,101,-25
2022-23,1610612749,MIL,0022200216,2022-11-16,MIL vs. CLE,W,113,15
2022-23,1610612741,CHI,0022200217,2022-11-16,CHI @ NOP,L,110,-14
2022-23,1610612740,NOP,0022200217,2022-11-16,NOP vs. CHI,W,124,14
2022-23,1610612745,HOU,0022200218,2022-11-16,HOU @ DAL,W,101,9
2022-23,1610612752,NYK,0022200219,2022-11-16,NYK @ DEN,W,106,3
2022-23,1610612756,PHX,0022200220,2022-11-16,PHX vs. GSW,W,130,11
2022-23,1610612742,DAL,0022200218,2022-11-16,DAL vs. HOU,L,92,-9
2022-23,1610612764,WAS,0022200213,2022-11-16,WAS vs. OKC,L,120,-1
2022-23,1610612748,MIA,0022200215,2022-11-16,MIA @ TOR,L,104,-8
2022-23,1610612760,OKC,0022200213,2022-11-16,OKC @ WAS,W,121,1
2022-23,1610612754,IND,0022200211,2022-11-16,IND @ CHA,W,125,12
2022-23,1610612757,POR,0022200221,2022-11-17,POR vs. BKN,L,107,-2
2022-23,1610612751,BKN,0022200221,2022-11-17,BKN @ POR,W,109,2
2022-23,1610612759,SAS,0022200222,2022-11-17,SAS @ SAC,L,112,-18
2022-23,1610612758,SAC,0022200222,2022-11-17,SAC vs. SAS,W,130,18
2022-23,1610612765,DET,0022200223,2022-11-17,DET @ LAC,L,91,-5
2022-23,1610612746,LAC,0022200223,2022-11-17,LAC vs. DET,W,96,5
2022-23,1610612765,DET,0022200234,2022-11-18,DET @ LAL,L,121,-7
2022-23,1610612764,WAS,0022200224,2022-11-18,WAS vs. MIA,W,107,1
2022-23,1610612755,PHI,0022200226,2022-11-18,PHI vs. MIL,W,110,8
2022-23,1610612744,GSW,0022200233,2022-11-18,GSW vs. NYK,W,111,10
2022-23,1610612741,CHI,0022200227,2022-11-18,CHI vs. ORL,L,107,-1
2022-23,1610612745,HOU,0022200228,2022-11-18,HOU vs. IND,L,91,-8
2022-23,1610612749,MIL,0022200226,2022-11-18,MIL @ PHI,L,102,-8
2022-23,1610612762,UTA,0022200232,2022-11-18,UTA vs. PHX,W,134,1
2022-23,1610612740,NOP,0022200231,2022-11-18,NOP vs. BOS,L,109,-8
2022-23,1610612766,CHA,0022200225,2022-11-18,CHA @ CLE,L,122,-10
2022-23,1610612738,BOS,0022200231,2022-11-18,BOS @ NOP,W,117,8
2022-23,1610612753,ORL,0022200227,2022-11-18,ORL @ CHI,W,108,1
2022-23,1610612743,DEN,0022200230,2022-11-18,DEN @ DAL,L,99,-28
2022-23,1610612742,DAL,0022200230,2022-11-18,DAL vs. DEN,W,127,28
2022-23,1610612752,NYK,0022200233,2022-11-18,NYK @ GSW,L,101,-10
2022-23,1610612754,IND,0022200228,2022-11-18,IND @ HOU,W,99,8
2022-23,1610612763,MEM,0022200229,2022-11-18,MEM vs. OKC,W,121,11
2022-23,1610612756,PHX,0022200232,2022-11-18,PHX @ UTA,L,133,-1
2022-23,1610612760,OKC,0022200229,2022-11-18,OKC @ MEM,L,110,-11
2022-23,1610612748,MIA,0022200224,2022-11-18,MIA @ WAS,L,106,-1
2022-23,1610612747,LAL,0022200234,2022-11-18,LAL vs. DET,W,128,7
2022-23,1610612739,CLE,0022200225,2022-11-18,CLE vs. CHA,W,132,10
2022-23,1610612755,PHI,0022200237,2022-11-19,PHI vs. MIN,L,109,-3
2022-23,1610612754,IND,0022200236,2022-11-19,IND vs. ORL,W,114,1
2022-23,1610612753,ORL,0022200236,2022-11-19,ORL @ IND,L,113,-1
2022-23,1610612750,MIN,0022200237,2022-11-19,MIN @ PHI,W,112,3
2022-23,1610612762,UTA,0022200238,2022-11-19,UTA @ POR,W,118,5
2022-23,1610612746,LAC,0022200239,2022-11-19,LAC vs. SAS,W,119,22
2022-23,1610612761,TOR,0022200235,2022-11-19,TOR @ ATL,L,122,-2
2022-23,1610612759,SAS,0022200239,2022-11-19,SAS @ LAC,L,97,-22
2022-23,1610612737,ATL,0022200235,2022-11-19,ATL vs. TOR,W,124,2
2022-23,1610612757,POR,0022200238,2022-11-19,POR vs. UTA,L,113,-5
2022-23,1610612759,SAS,0022200247,2022-11-20,SAS @ LAL,L,92,-31
2022-23,1610612739,CLE,0022200244,2022-11-20,CLE vs. MIA,W,113,26
2022-23,1610612763,MEM,0022200243,2022-11-20,MEM @ BKN,L,115,-12
2022-23,1610612756,PHX,0022200240,2022-11-20,PHX vs. NYK,W,116,21
2022-23,1610612752,NYK,0022200240,2022-11-20,NYK @ PHX,L,95,-21
2022-23,1610612765,DET,0022200242,2022-11-20,DET @ SAC,L,129,-8
2022-23,1610612747,LAL,0022200247,2022-11-20,LAL vs. SAS,W,123,31
2022-23,1610612748,MIA,0022200244,2022-11-20,MIA @ CLE,L,87,-26
2022-23,1610612743,DEN,0022200246,2022-11-20,DEN @ DAL,W,98,1
2022-23,1610612742,DAL,0022200246,2022-11-20,DAL vs. DEN,L,97,-1
2022-23,1610612745,HOU,0022200245,2022-11-20,HOU vs. GSW,L,120,-7
2022-23,1610612744,GSW,0022200245,2022-11-20,GSW @ HOU,W,127,7
2022-23,1610612751,BKN,0022200243,2022-11-20,BKN vs. MEM,W,127,12
2022-23,1610612766,CHA,0022200241,2022-11-20,CHA @ WAS,L,102,-4
2022-23,1610612758,SAC,0022200242,2022-11-20,SAC vs. DET,W,137,8
2022-23,1610612764,WAS,0022200241,2022-11-20,WAS vs. CHA,W,106,4
2022-23,1610612750,MIN,0022200252,2022-11-21,MIN vs. MIA,W,105,4
2022-23,1610612757,POR,0022200251,2022-11-21,POR @ MIL,L,111,-8
2022-23,1610612748,MIA,0022200252,2022-11-21,MIA @ MIN,L,101,-4
2022-23,1610612760,OKC,0022200254,2022-11-21,OKC vs. NYK,L,119,-10
2022-23,1610612754,IND,0022200249,2022-11-21,IND vs. ORL,W,123,21
2022-23,1610612753,ORL,0022200249,2022-11-21,ORL @ IND,L,102,-21
2022-23,1610612749,MIL,0022200251,2022-11-21,MIL vs. POR,W,119,8
2022-23,1610612739,CLE,0022200248,2022-11-21,CLE vs. ATL,W,114,12
2022-23,1610612741,CHI,0022200250,2022-11-21,CHI vs. BOS,W,121,14
2022-23,1610612737,ATL,0022200248,2022-11-21,ATL @ CLE,L,102,-12
2022-23,1610612744,GSW,0022200253,2022-11-21,GSW @ NOP,L,83,-45
2022-23,1610612738,BOS,0022200250,2022-11-21,BOS @ CHI,L,107,-14
2022-23,1610612740,NOP,0022200253,2022-11-21,NOP vs. GSW,W,128,45
2022-23,1610612762,UTA,0022200255,2022-11-21,UTA @ LAC,L,114,-7
2022-23,1610612752,NYK,0022200254,2022-11-21,NYK @ OKC,W,129,10
2022-23,1610612746,LAC,0022200255,2022-11-21,LAC vs. UTA,W,121,7
2022-23,1610612756,PHX,0022200259,2022-11-22,PHX vs. LAL,W,115,10
2022-23,1610612755,PHI,0022200256,2022-11-22,PHI vs. BKN,W,115,9
2022-23,1610612751,BKN,0022200256,2022-11-22,BKN @ PHI,L,106,-9
2022-23,1610612747,LAL,0022200259,2022-11-22,LAL @ PHX,L,105,-10
2022-23,1610612763,MEM,0022200257,2022-11-22,MEM vs. SAC,L,109,-4
2022-23,1610612765,DET,0022200258,2022-11-22,DET @ DEN,W,110,2
2022-23,1610612758,SAC,0022200257,2022-11-22,SAC @ MEM,W,113,4
2022-23,1610612743,DEN,0022200258,2022-11-22,DEN vs. DET,L,108,-2
2022-23,1610612764,WAS,0022200265,2022-11-23,WAS @ MIA,L,105,-8
2022-23,1610612741,CHI,0022200267,2022-11-23,CHI @ MIL,W,118,5
2022-23,1610612754,IND,0022200262,2022-11-23,IND vs. MIN,L,101,-14
2022-23,1610612761,TOR,0022200266,2022-11-23,TOR vs. BKN,L,98,-14
2022-23,1610612750,MIN,0022200262,2022-11-23,MIN @ IND,W,115,14
2022-23,1610612766,CHA,0022200260,2022-11-23,CHA vs. PHI,W,107,6
2022-23,1610612739,CLE,0022200261,2022-11-23,CLE vs. POR,W,114,18
2022-23,1610612737,ATL,0022200263,2022-11-23,ATL vs. SAC,W,115,9
2022-23,1610612740,NOP,0022200269,2022-11-23,NOP @ SAS,W,129,19
2022-23,1610612758,SAC,0022200263,2022-11-23,SAC @ ATL,L,106,-9
2022-23,1610612742,DAL,0022200264,2022-11-23,DAL @ BOS,L,112,-13
2022-23,1610612757,POR,0022200261,2022-11-23,POR @ CLE,L,96,-18
2022-23,1610612759,SAS,0022200269,2022-11-23,SAS vs. NOP,L,110,-19
2022-23,1610612749,MIL,0022200267,2022-11-23,MIL vs. CHI,L,113,-5
2022-23,1610612738,BOS,0022200264,2022-11-23,BOS vs. DAL,W,125,13
2022-23,1610612760,OKC,0022200268,2022-11-23,OKC vs. DEN,L,126,-5
2022-23,1610612746,LAC,0022200271,2022-11-23,LAC @ GSW,L,107,-17
2022-23,1610612744,GSW,0022200271,2022-11-23,GSW vs. LAC,W,124,17
2022-23,1610612743,DEN,0022200268,2022-11-23,DEN @ OKC,W,131,5
2022-23,1610612751,BKN,0022200266,2022-11-23,BKN @ TOR,W,112,14
2022-23,1610612765,DET,0022200270,2022-11-23,DET @ UTA,W,125,9
2022-23,1610612748,MIA,0022200265,2022-11-23,MIA vs. WAS,W,113,8
2022-23,1610612762,UTA,0022200270,2022-11-23,UTA vs. DET,L,116,-9
2022-23,1610612755,PHI,0022200260,2022-11-23,PHI @ CHA,L,101,-6
2022-23,1610612759,SAS,0022200282,2022-11-25,SAS vs. LAL,L,94,-11
2022-23,1610612764,WAS,0022200277,2022-11-25,WAS @ MIA,L,107,-3
2022-23,1610612739,CLE,0022200280,2022-11-25,CLE @ MIL,L,102,-15
2022-23,1610612766,CHA,0022200272,2022-11-25,CHA vs. MIN,W,110,2
2022-23,1610612754,IND,0022200276,2022-11-25,IND vs. BKN,W,128,11
2022-23,1610612757,POR,0022200274,2022-11-25,POR @ NYK,W,132,3
2022-23,1610612755,PHI,0022200273,2022-11-25,PHI @ ORL,W,107,8
2022-23,1610612751,BKN,0022200276,2022-11-25,BKN @ IND,L,117,-11
2022-23,1610612753,ORL,0022200273,2022-11-25,ORL vs. PHI,L,99,-8
2022-23,1610612765,DET,0022200283,2022-11-25,DET @ PHX,L,102,-6
2022-23,1610612752,NYK,0022200274,2022-11-25,NYK vs. POR,L,129,-3
2022-23,1610612738,BOS,0022200275,2022-11-25,BOS vs. SAC,W,122,18
2022-23,1610612747,LAL,0022200282,2022-11-25,LAL @ SAS,W,105,11
2022-23,1610612745,HOU,0022200278,2022-11-25,HOU vs. ATL,W,128,6
2022-23,1610612758,SAC,0022200275,2022-11-25,SAC @ BOS,L,104,-18
2022-23,1610612749,MIL,0022200280,2022-11-25,MIL vs. CLE,W,117,15
2022-23,1610612763,MEM,0022200279,2022-11-25,MEM vs. NOP,W,132,21
2022-23,1610612760,OKC,0022200281,2022-11-25,OKC vs. CHI,W,123,4
2022-23,1610612746,LAC,0022200285,2022-11-25,LAC vs. DEN,L,104,-10
2022-23,1610612762,UTA,0022200284,2022-11-25,UTA @ GSW,L,118,-11
2022-23,1610612737,ATL,0022200278,2022-11-25,ATL @ HOU,L,122,-6
2022-23,1610612743,DEN,0022200285,2022-11-25,DEN @ LAC,W,114,10
2022-23,1610612741,CHI,0022200281,2022-11-25,CHI @ OKC,L,119,-4
2022-23,1610612744,GSW,0022200284,2022-11-25,GSW vs. UTA,W,129,11
2022-23,1610612740,NOP,0022200279,2022-11-25,NOP @ MEM,L,111,-21
2022-23,1610612748,MIA,0022200277,2022-11-25,MIA vs. WAS,W,110,3
2022-23,1610612756,PHX,0022200283,2022-11-25,PHX vs. DET,W,108,6
2022-23,1610612750,MIN,0022200272,2022-11-25,MIN @ CHA,L,108,-2
2022-23,1610612759,SAS,0022200288,2022-11-26,SAS vs. LAL,L,138,-5
2022-23,1610612762,UTA,0022200289,2022-11-26,UTA @ PHX,L,112,-1
2022-23,1610612747,LAL,0022200288,2022-11-26,LAL @ SAS,W,143,5
2022-23,1610612761,TOR,0022200286,2022-11-26,TOR vs. DAL,W,105,5
2022-23,1610612760,OKC,0022200287,2022-11-26,OKC @ HOU,L,105,-13
2022-23,1610612745,HOU,0022200287,2022-11-26,HOU vs. OKC,W,118,13
2022-23,1610612742,DAL,0022200286,2022-11-26,DAL @ TOR,L,100,-5
2022-23,1610612756,PHX,0022200289,2022-11-26,PHX vs. UTA,W,113,1
2022-23,1610612737,ATL,0022200293,2022-11-27,ATL vs. MIA,L,98,-8
2022-23,1610612742,DAL,0022200298,2022-11-27,DAL @ MIL,L,115,-9
2022-23,1610612744,GSW,0022200291,2022-11-27,GSW @ MIN,W,137,23
2022-23,1610612757,POR,0022200290,2022-11-27,POR @ BKN,L,97,-14
2022-23,1610612763,MEM,0022200296,2022-11-27,MEM @ NYK,W,127,4
2022-23,1610612755,PHI,0022200297,2022-11-27,PHI @ ORL,W,133,30
2022-23,1610612746,LAC,0022200292,2022-11-27,LAC vs. IND,W,114,14
2022-23,1610612753,ORL,0022200297,2022-11-27,ORL vs. PHI,L,103,-30
2022-23,1610612751,BKN,0022200290,2022-11-27,BKN vs. POR,W,111,14
2022-23,1610612748,MIA,0022200293,2022-11-27,MIA @ ATL,W,106,8
2022-23,1610612764,WAS,0022200294,2022-11-27,WAS @ BOS,L,121,-9
2022-23,1610612765,DET,0022200295,2022-11-27,DET vs. CLE,L,94,-8
2022-23,1610612749,MIL,0022200298,2022-11-27,MIL vs. DAL,W,124,9
2022-23,1610612750,MIN,0022200291,2022-11-27,MIN vs. GSW,L,114,-23
2022-23,1610612754,IND,0022200292,2022-11-27,IND @ LAC,L,100,-14
2022-23,1610612752,NYK,0022200296,2022-11-27,NYK vs. MEM,L,123,-4
2022-23,1610612738,BOS,0022200294,2022-11-27,BOS vs. WAS,W,130,9
2022-23,1610612739,CLE,0022200295,2022-11-27,CLE @ DET,W,102,8
2022-23,1610612754,IND,0022200308,2022-11-28,IND @ LAL,W,116,1
2022-23,1610612764,WAS,0022200300,2022-11-28,WAS vs. MIN,W,142,15
2022-23,1610612753,ORL,0022200302,2022-11-28,ORL @ BKN,L,102,-7
2022-23,1610612751,BKN,0022200302,2022-11-28,BKN vs. ORL,W,109,7
2022-23,1610612747,LAL,0022200308,2022-11-28,LAL vs. IND,L,115,-1
2022-23,1610612737,ATL,0022200299,2022-11-28,ATL @ PHI,L,101,-3
2022-23,1610612758,SAC,0022200307,2022-11-28,SAC vs. PHX,L,117,-5
2022-23,1610612756,PHX,0022200307,2022-11-28,PHX @ SAC,W,122,5
2022-23,1610612755,PHI,0022200299,2022-11-28,PHI vs. ATL,W,104,3
2022-23,1610612766,CHA,0022200301,2022-11-28,CHA @ BOS,L,105,-35
2022-23,1610612761,TOR,0022200303,2022-11-28,TOR vs. CLE,W,100,12
2022-23,1610612760,OKC,0022200304,2022-11-28,OKC @ NOP,L,101,-4
2022-23,1610612762,UTA,0022200306,2022-11-28,UTA vs. CHI,L,107,-7
2022-23,1610612745,HOU,0022200305,2022-11-28,HOU @ DEN,L,113,-16
2022-23,1610612743,DEN,0022200305,2022-11-28,DEN vs. HOU,W,129,16
2022-23,1610612740,NOP,0022200304,2022-11-28,NOP vs. OKC,W,105,4
2022-23,1610612739,CLE,0022200303,2022-11-28,CLE @ TOR,L,88,-12
2022-23,1610612741,CHI,0022200306,2022-11-28,CHI @ UTA,W,114,7
2022-23,1610612750,MIN,0022200300,2022-11-28,MIN @ WAS,L,127,-15
2022-23,1610612738,BOS,0022200301,2022-11-28,BOS vs. CHA,W,140,35
2022-23,1610612765,DET,0022200309,2022-11-29,DET vs. NYK,L,110,-30
2022-23,1610612746,LAC,0022200311,2022-11-29,LAC @ POR,W,118,6
2022-23,1610612744,GSW,0022200310,2022-11-29,GSW @ DAL,L,113,-3
2022-23,1610612742,DAL,0022200310,2022-11-29,DAL vs. GSW,W,116,3
2022-23,1610612757,POR,0022200311,2022-11-29,POR vs. LAC,L,112,-6
2022-23,1610612752,NYK,0022200309,2022-11-29,NYK @ DET,W,140,30
2022-23,1610612757,POR,0022200324,2022-11-30,POR @ LAL,L,109,-19
2022-23,1610612738,BOS,0022200314,2022-11-30,BOS vs. MIA,W,134,13
2022-23,1610612752,NYK,0022200316,2022-11-30,NYK vs. MIL,L,103,-6
2022-23,1610612763,MEM,0022200317,2022-11-30,MEM @ MIN,L,101,-8
2022-23,1610612764,WAS,0022200315,2022-11-30,WAS @ BKN,L,107,-6
2022-23,1610612749,MIL,0022200316,2022-11-30,MIL @ NYK,W,109,6
2022-23,1610612737,ATL,0022200313,2022-11-30,ATL @ ORL,W,125,17
2022-23,1610612758,SAC,0022200323,2022-11-30,SAC vs. IND,W,137,23
2022-23,1610612739,CLE,0022200312,2022-11-30,CLE vs. PHI,W,113,28
2022-23,1610612741,CHI,0022200321,2022-11-30,CHI @ PHX,L,113,-19
2022-23,1610612747,LAL,0022200324,2022-11-30,LAL vs. POR,W,128,19
2022-23,1610612754,IND,0022200323,2022-11-30,IND @ SAC,L,114,-23
2022-23,1610612760,OKC,0022200319,2022-11-30,OKC vs. SAS,W,119,8
2022-23,1610612753,ORL,0022200313,2022-11-30,ORL vs. ATL,L,108,-17
2022-23,1610612748,MIA,0022200314,2022-11-30,MIA @ BOS,L,121,-13
2022-23,1610612755,PHI,0022200312,2022-11-30,PHI @ CLE,L,85,-28
2022-23,1610612761,TOR,0022200318,2022-11-30,TOR @ NOP,L,108,-18
2022-23,1610612756,PHX,0022200321,2022-11-30,PHX vs. CHI,W,132,19
2022-23,1610612745,HOU,0022200320,2022-11-30,HOU @ DEN,L,100,-20
2022-23,1610612743,DEN,0022200320,2022-11-30,DEN vs. HOU,W,120,20
2022-23,1610612762,UTA,0022200322,2022-11-30,UTA vs. LAC,W,125,13
2022-23,1610612759,SAS,0022200319,2022-11-30,SAS @ OKC,L,111,-8
2022-23,1610612740,NOP,0022200318,2022-11-30,NOP vs. TOR,W,126,18
2022-23,1610612746,LAC,0022200322,2022-11-30,LAC @ UTA,L,112,-13
2022-23,1610612750,MIN,0022200317,2022-11-30,MIN vs. MEM,W,109,8
2022-23,1610612751,BKN,0022200315,2022-11-30,BKN vs. WAS,W,113,6
2022-23,1610612765,DET,0022200325,2022-12-01,DET vs. DAL,W,131,6
2022-23,1610612742,DAL,0022200325,2022-12-01,DAL @ DET,L,125,-6
2022-23,1610612749,MIL,0022200331,2022-12-02,MIL vs. LAL,L,129,-4
2022-23,1610612738,BOS,0022200328,2022-12-02,BOS vs. MIA,L,116,-4
2022-23,1610612747,LAL,0022200331,2022-12-02,LAL @ MIL,W,133,4
2022-23,1610612761,TOR,0022200329,2022-12-02,TOR @ BKN,L,105,-9
2022-23,1610612739,CLE,0022200330,2022-12-02,CLE vs. ORL,W,107,11
2022-23,1610612762,UTA,0022200335,2022-12-02,UTA vs. IND,W,139,20
2022-23,1610612763,MEM,0022200332,2022-12-02,MEM vs. PHI,W,117,8
2022-23,1610612745,HOU,0022200334,2022-12-02,HOU @ PHX,W,122,1
2022-23,1610612740,NOP,0022200333,2022-12-02,NOP @ SAS,W,117,18
2022-23,1610612743,DEN,0022200327,2022-12-02,DEN @ ATL,L,109,-8
2022-23,1610612748,MIA,0022200328,2022-12-02,MIA @ BOS,W,120,4
2022-23,1610612753,ORL,0022200330,2022-12-02,ORL @ CLE,L,96,-11
2022-23,1610612759,SAS,0022200333,2022-12-02,SAS vs. NOP,L,99,-18
2022-23,1610612744,GSW,0022200336,2022-12-02,GSW vs. CHI,W,119,8
2022-23,1610612737,ATL,0022200327,2022-12-02,ATL vs. DEN,W,117,8
2022-23,1610612741,CHI,0022200336,2022-12-02,CHI @ GSW,L,111,-8
2022-23,1610612756,PHX,0022200334,2022-12-02,PHX vs. HOU,L,121,-1
2022-23,1610612751,BKN,0022200329,2022-12-02,BKN vs. TOR,W,114,9
